bedtime,wakeup_time,bedtime_minutes,wakeup_minutes,sleep_duration,caffeine_intake,exercise_duration,screen_time_before_bed,stress_level,mood,sleep_interruptions,sleep_quality
01:28,07:37,88,457,6.48,Low,34,104,5,Neutral,Yes,Average
01:44,07:24,104,444,5.65,Low,2,14,0,Neutral,Yes,Average
00:34,05:54,34,354,5.08,Low,2,63,6,Neutral,No,Poor
22:57,07:22,1377,442,8.0,Low,44,98,6,Neutral,Yes,Average
00:05,09:41,5,581,10.36,Moderate,34,77,6,Happy,No,Average
00:15,06:26,15,386,5.82,Low,64,5,4,Happy,Yes,Average
01:18,08:08,78,488,6.96,High,39,87,3,Happy,Yes,Average
22:34,06:51,1354,411,8.39,Low,30,107,3,Happy,No,Good
01:20,09:51,80,591,8.3,Low,72,1,3,Neutral,No,Good
00:44,06:07,44,367,5.57,None,44,127,5,Anxious,No,Average
23:10,08:47,1390,527,10.06,High,31,2,4,Happy,Yes,Average
01:06,07:12,66,432,6.66,Moderate,55,84,5,Happy,No,Average
23:22,05:02,1402,302,6.42,High,53,82,2,Happy,Yes,Average
22:50,07:18,1370,438,8.96,Low,3,11,4,Neutral,No,Good
00:35,05:43,35,343,4.94,Low,32,75,1,Neutral,No,Average
00:40,06:01,40,361,5.85,Moderate,52,31,2,Anxious,No,Average
23:13,07:45,1393,465,8.52,Moderate,16,10,2,Neutral,No,Good
01:01,09:23,61,563,8.87,Low,34,5,3,Sad,No,Good
22:48,09:33,1368,573,11.39,Moderate,38,4,7,Happy,No,Good
01:15,05:31,75,331,5.21,High,1,64,2,Happy,No,Poor
23:35,08:44,1415,524,9.1,Low,31,40,4,Anxious,No,Good
01:55,05:10,115,310,3.44,Moderate,56,35,0,Neutral,No,Average
22:41,06:00,1361,360,7.72,Low,48,125,4,Happy,Yes,Average
00:26,06:31,26,391,5.8,Moderate,84,41,9,Happy,No,Average
23:48,06:31,1428,391,6.58,Moderate,24,81,4,Sad,Yes,Poor
01:31,07:49,91,469,6.32,High,1,143,4,Neutral,No,Poor
22:55,09:55,1375,595,10.58,Moderate,32,194,3,Happy,No,Good
22:35,07:27,1355,447,9.18,None,4,91,8,Sad,No,Average
22:26,06:41,1346,401,8.45,Low,42,81,6,Sad,No,Good
23:41,06:41,1421,401,7.13,Low,66,18,1,Happy,No,Good
23:17,08:18,1397,498,8.78,None,11,65,5,Happy,No,Average
23:41,07:42,1421,462,7.99,Low,15,142,6,Sad,Yes,Average
00:33,06:09,33,369,4.96,None,20,38,1,Anxious,No,Average
01:35,07:28,95,448,5.79,Low,24,12,3,Neutral,No,Average
23:25,07:46,1405,466,8.49,Moderate,7,8,4,Neutral,No,Average
22:06,05:50,1326,350,7.88,None,8,19,5,Happy,No,Good
23:45,06:14,1425,374,6.52,Low,35,78,5,Sad,No,Average
22:15,05:12,1335,312,6.51,Moderate,18,78,4,Neutral,No,Poor
22:36,06:28,1356,388,7.06,Low,77,131,5,Happy,Yes,Average
23:35,08:22,1415,502,9.21,Low,14,130,5,Happy,No,Average
01:27,06:43,87,403,4.68,Low,58,33,1,Neutral,No,Good
23:48,09:57,1428,597,10.32,None,7,15,0,Neutral,No,Good
23:43,08:41,1423,521,8.79,None,8,10,4,Neutral,No,Good
00:30,09:57,30,597,10.03,Low,12,63,5,Neutral,No,Average
22:06,08:13,1326,493,9.92,Low,31,102,4,Neutral,No,Good
22:58,08:06,1378,486,9.02,Low,35,128,6,Happy,No,Good
22:22,07:23,1342,443,8.6,Low,47,24,5,Happy,No,Good
22:45,07:00,1365,420,8.93,None,51,142,2,Neutral,No,Good
22:09,08:47,1329,527,9.51,Low,75,111,4,Sad,No,Good
22:10,06:20,1330,380,7.45,None,7,101,6,Happy,Yes,Average
00:25,09:49,25,589,9.07,None,21,15,3,Happy,No,Good
01:36,05:41,96,341,4.1,None,16,86,2,Neutral,No,Average
01:15,09:02,75,542,8.24,Low,28,8,5,Anxious,No,Good
01:34,05:50,94,350,4.71,Low,5,58,1,Happy,No,Average
01:38,06:58,98,418,4.79,Low,47,93,4,Happy,No,Average
23:54,08:44,1434,524,8.45,None,20,69,5,Happy,Yes,Average
01:38,06:46,98,406,5.8,Moderate,14,162,4,Sad,No,Poor
23:26,06:21,1406,381,7.34,Low,11,53,4,Neutral,No,Good
23:11,06:13,1391,373,6.96,Low,86,17,7,Anxious,No,Good
01:57,07:22,117,442,5.32,Low,31,110,3,Happy,No,Average
23:32,08:00,1412,480,8.47,Moderate,65,44,4,Anxious,No,Good
22:15,08:01,1335,481,9.46,None,59,36,8,Neutral,Yes,Good
22:16,08:04,1336,484,10.5,Low,53,15,5,Sad,No,Good
22:28,09:31,1348,571,10.56,Low,2,44,7,Happy,No,Good
23:10,07:54,1390,474,8.33,Moderate,43,94,6,Happy,No,Average
01:09,09:40,69,580,9.14,High,4,18,2,Neutral,No,Good
00:45,09:41,45,581,8.89,None,34,1,1,Neutral,No,Good
23:05,07:06,1385,426,7.91,Moderate,72,185,6,Anxious,No,Average
00:59,08:35,59,515,7.88,Moderate,37,61,4,Happy,No,Average
00:19,07:25,19,445,7.08,Low,9,46,2,Happy,No,Good
23:51,07:14,1431,434,8.04,Low,3,28,5,Happy,No,Good
00:11,06:07,11,367,5.92,Low,30,6,4,Happy,No,Average
22:11,05:10,1331,310,6.78,Low,28,26,7,Sad,No,Average
00:29,06:41,29,401,6.42,None,32,40,0,Neutral,No,Good
23:23,05:57,1403,357,6.16,Low,43,167,3,Neutral,No,Good
00:51,07:17,51,437,6.86,Low,23,75,2,Anxious,No,Average
23:51,06:28,1431,388,7.27,None,36,44,4,Anxious,No,Good
23:21,09:25,1401,565,8.96,High,30,5,7,Neutral,No,Good
00:52,09:00,52,540,8.99,Low,38,150,5,Happy,No,Good
22:28,09:18,1348,558,11.36,Moderate,35,11,5,Sad,No,Good
01:36,08:21,96,501,6.95,None,48,11,5,Sad,No,Good
00:38,08:51,38,531,8.15,Low,19,131,5,Neutral,No,Average
01:15,05:35,75,335,4.21,None,0,101,4,Happy,No,Poor
00:46,07:44,46,464,7.04,None,33,2,3,Neutral,No,Good
00:22,09:29,22,569,9.92,Moderate,23,127,5,Neutral,No,Average
00:57,07:45,57,465,7.29,Low,35,60,3,Happy,No,Good
22:58,09:24,1378,564,10.97,None,5,99,6,Sad,Yes,Average
22:15,06:31,1335,391,8.55,High,18,45,8,Happy,No,Average
23:27,05:05,1407,305,5.21,Low,34,44,4,Happy,No,Average
23:43,08:51,1423,531,8.82,Low,28,107,7,Anxious,No,Average
01:47,06:48,107,408,4.45,Moderate,54,16,3,Anxious,No,Average
01:59,06:17,119,377,4.15,Low,27,49,2,Neutral,No,Average
01:15,09:08,75,548,8.1,None,16,24,8,Happy,No,Good
23:57,05:35,1437,335,5.25,Low,13,31,4,Neutral,No,Average
22:56,07:29,1376,449,8.32,Low,14,124,0,Anxious,Yes,Average
01:03,05:10,63,310,3.3,Low,42,93,2,Anxious,No,Average
01:25,08:57,85,537,7.7,High,39,88,2,Sad,No,Good
23:24,05:34,1404,334,6.55,Low,6,57,4,Happy,No,Average
01:51,08:57,111,537,6.62,Low,64,67,1,Happy,No,Good
00:49,07:30,49,450,6.7,Low,34,88,5,Happy,Yes,Average
00:59,05:50,59,350,4.52,High,15,58,3,Anxious,No,Average
00:01,09:36,1,576,9.59,None,13,147,6,Happy,No,Average
22:34,08:28,1354,508,9.75,Low,51,112,1,Happy,No,Good
01:05,07:17,65,437,6.28,Low,58,96,6,Happy,No,Average
23:45,05:10,1425,310,5.32,Low,63,134,0,Neutral,No,Average
01:47,08:44,107,524,7.33,Low,4,118,2,Happy,No,Good
22:03,06:57,1323,417,8.62,High,22,43,3,Happy,No,Good
23:20,06:42,1400,402,6.68,None,57,100,4,Happy,No,Average
01:49,07:32,109,452,5.73,Moderate,26,145,5,Neutral,No,Poor
01:51,06:50,111,410,5.8,Low,30,54,4,Anxious,No,Average
22:40,06:02,1360,362,7.64,High,4,87,5,Happy,Yes,Poor
00:14,08:28,14,508,8.35,Low,24,41,5,Sad,No,Good
22:10,07:21,1330,441,9.72,Moderate,33,97,3,Anxious,No,Good
00:11,08:40,11,520,8.07,Moderate,40,53,4,Anxious,Yes,Average
01:08,07:28,68,448,6.21,Moderate,41,78,2,Sad,No,Average
00:36,09:06,36,546,8.19,Moderate,67,85,5,Neutral,Yes,Average
22:21,07:22,1341,442,8.98,High,14,40,3,Anxious,Yes,Average
00:52,06:52,52,412,5.46,Low,24,12,3,Happy,Yes,Average
00:55,05:55,55,355,4.54,Low,37,6,2,Neutral,No,Good
22:49,05:35,1369,335,6.63,Low,21,25,2,Neutral,No,Good
01:30,05:47,90,347,4.17,Moderate,51,108,3,Sad,No,Average
22:55,07:48,1375,468,8.53,None,60,81,7,Sad,No,Good
23:02,09:56,1382,596,11.1,Low,24,115,2,Happy,No,Good
22:28,09:56,1348,596,11.39,Low,61,102,4,Happy,No,Good
23:59,07:24,1439,444,7.93,Low,12,100,5,Sad,No,Average
23:36,07:46,1416,466,8.23,None,55,4,4,Neutral,No,Good
22:37,08:44,1357,524,10.13,None,21,27,5,Anxious,No,Good
00:38,08:05,38,485,7.05,Low,67,76,6,Neutral,Yes,Average
01:15,06:40,75,400,5.58,Moderate,16,2,3,Neutral,No,Average
22:49,08:29,1369,509,10.39,Low,16,66,5,Neutral,No,Average
23:47,08:32,1427,512,8.29,Low,18,10,3,Happy,No,Good
22:47,07:29,1367,449,8.49,None,3,47,5,Happy,No,Good
01:06,05:29,66,329,4.73,Moderate,28,32,6,Neutral,Yes,Poor
00:33,07:39,33,459,7.04,Low,17,48,4,Sad,No,Good
22:19,09:49,1339,589,11.77,None,12,150,2,Sad,No,Good
22:15,06:38,1335,398,8.04,None,20,48,6,Neutral,No,Good
01:26,05:44,86,344,4.23,High,33,46,2,Neutral,Yes,Average
22:29,05:06,1349,306,7.3,Moderate,23,82,3,Neutral,Yes,Average
00:12,08:33,12,513,8.11,Low,56,24,3,Neutral,No,Good
01:44,09:03,104,543,7.86,Low,15,114,2,Happy,No,Good
00:22,09:59,22,599,9.32,Low,15,99,0,Sad,No,Good
22:16,06:02,1336,362,7.65,Moderate,52,89,5,Happy,No,Average
22:44,07:50,1364,470,9.12,Moderate,21,10,5,Neutral,No,Average
01:24,09:12,84,552,8.18,High,18,65,5,Sad,No,Average
23:10,06:27,1390,387,7.49,None,57,35,3,Anxious,No,Good
00:08,07:18,8,438,7.02,None,31,87,7,Neutral,No,Good
22:36,05:58,1356,358,7.25,Low,24,34,4,Happy,No,Good
01:42,09:03,102,543,7.72,High,14,66,3,Neutral,No,Average
23:07,08:36,1387,516,9.78,Moderate,32,19,4,Neutral,No,Good
23:50,07:07,1430,427,7.46,Low,6,43,7,Neutral,No,Good
23:25,08:19,1405,499,8.51,None,6,27,0,Happy,No,Good
00:45,06:09,45,369,6.17,None,24,72,5,Neutral,No,Average
01:39,05:19,99,319,3.36,None,60,118,3,Neutral,No,Average
22:24,09:49,1344,589,11.13,Moderate,16,29,4,Neutral,No,Average
01:41,05:51,101,351,4.07,High,64,76,5,Neutral,No,Poor
00:25,05:36,25,336,5.37,Low,85,66,6,Anxious,No,Average
23:37,09:43,1417,583,10.18,Low,10,28,7,Neutral,No,Good
01:10,08:31,70,511,7.07,Low,16,172,3,Sad,No,Good
22:27,06:33,1347,393,8.42,Low,16,55,4,Anxious,No,Good
23:45,09:48,1425,588,10.76,None,24,14,6,Neutral,No,Good
01:27,09:07,87,547,7.51,High,48,180,4,Happy,No,Average
01:18,06:09,78,369,4.5,Moderate,23,25,4,Happy,Yes,Poor
23:46,06:27,1426,387,7.02,Moderate,41,61,7,Sad,Yes,Average
00:11,06:35,11,395,6.65,Low,38,107,3,Happy,No,Good
22:02,07:00,1322,420,9.27,Low,51,36,6,Neutral,No,Good
01:06,09:07,66,547,8.56,Moderate,19,41,3,Sad,No,Good
23:15,09:23,1395,563,9.49,Low,54,13,4,Neutral,No,Good
23:08,05:48,1388,348,7.55,Moderate,0,106,4,Sad,No,Average
23:45,08:58,1425,538,8.61,Low,32,2,4,Sad,No,Good
23:26,09:45,1406,585,10.5,Low,51,109,5,Neutral,No,Good
01:25,09:55,85,595,8.16,High,13,55,3,Happy,Yes,Average
23:34,06:03,1414,363,6.83,Low,42,91,5,Happy,Yes,Average
01:31,07:09,91,429,5.46,Low,31,118,4,Happy,No,Average
00:20,06:25,20,385,6.41,Moderate,49,47,5,Happy,No,Average
01:58,08:56,118,536,7.1,Low,43,99,2,Neutral,No,Good
23:31,07:42,1411,462,7.42,Moderate,28,85,5,Anxious,Yes,Poor
23:03,07:03,1383,423,8.21,Low,30,53,4,Neutral,Yes,Good
23:39,05:51,1419,351,6.13,High,34,30,4,Sad,Yes,Average
23:20,08:39,1400,519,9.92,None,13,29,5,Happy,No,Good
22:37,07:54,1357,474,9.9,None,1,15,3,Sad,No,Good
22:47,06:07,1367,367,6.93,Moderate,61,36,2,Happy,No,Good
23:49,09:42,1429,582,9.91,Low,48,102,7,Sad,Yes,Average
01:43,08:19,103,499,6.74,None,33,73,4,Neutral,No,Average
01:33,05:20,93,320,4.12,Moderate,14,27,3,Anxious,No,Average
00:08,08:19,8,499,7.33,None,38,34,8,Neutral,No,Good
23:45,07:24,1425,444,7.02,Moderate,7,120,2,Sad,No,Average
22:09,09:55,1329,595,12.07,Low,54,76,5,Neutral,Yes,Average
22:19,05:30,1339,330,6.91,Low,16,82,1,Neutral,No,Average
01:33,09:55,93,595,8.07,Moderate,12,53,2,Happy,No,Good
01:44,06:09,104,369,4.75,Low,42,99,7,Anxious,No,Average
23:13,06:29,1393,389,6.95,Low,50,111,2,Neutral,No,Good
01:50,07:04,110,424,5.52,None,44,33,3,Neutral,No,Good
00:18,08:57,18,537,8.22,Low,77,52,2,Happy,No,Good
23:29,09:06,1409,546,9.54,Low,62,20,3,Neutral,No,Good
01:03,08:27,63,507,7.07,Moderate,9,71,5,Sad,Yes,Poor
22:02,08:57,1322,537,10.67,None,50,60,5,Neutral,No,Good
23:05,07:17,1385,437,7.53,Low,25,195,0,Happy,No,Good
23:29,05:49,1409,349,6.38,Moderate,55,98,2,Neutral,No,Average
23:55,06:23,1435,383,6.26,Low,14,19,2,Anxious,No,Good
01:49,06:31,109,391,4.81,None,67,1,6,Happy,No,Average
22:31,05:22,1351,322,6.94,Moderate,29,119,4,Happy,No,Poor
22:43,09:20,1363,560,10.92,Low,32,50,7,Neutral,No,Good
00:55,05:36,55,336,4.62,Low,2,67,3,Neutral,No,Average
00:02,07:07,2,427,7.24,None,30,42,1,Neutral,Yes,Good
23:19,08:47,1399,527,9.25,Low,0,87,7,Anxious,No,Average
22:41,09:44,1361,584,10.59,Low,1,60,3,Neutral,No,Good
22:22,05:04,1342,304,6.24,High,47,34,4,Happy,Yes,Average
01:55,09:30,115,570,7.72,None,20,3,0,Neutral,No,Good
22:09,05:06,1329,306,7.03,None,30,19,5,Sad,No,Good
01:02,08:24,62,504,6.95,Low,56,1,4,Neutral,No,Good
22:11,06:51,1331,411,8.77,Low,50,56,5,Happy,No,Good
22:27,09:54,1347,594,11.25,Low,16,47,2,Neutral,Yes,Good
23:22,07:07,1402,427,7.69,Low,33,94,1,Neutral,No,Good
00:50,05:18,50,318,5.39,Low,54,46,4,Happy,No,Average
01:02,06:55,62,415,6.17,None,21,62,6,Sad,No,Average
23:26,08:59,1406,539,9.39,None,17,70,1,Happy,No,Good
22:56,07:11,1376,431,8.49,High,57,7,6,Sad,No,Good
00:44,05:59,44,359,4.47,Low,23,102,7,Sad,No,Poor
00:28,09:30,28,570,8.43,Low,77,142,5,Sad,No,Good
22:36,05:30,1356,330,7.41,Moderate,45,93,4,Happy,No,Average
01:30,09:44,90,584,8.35,Low,24,2,2,Sad,No,Good
01:24,05:42,84,342,4.17,Moderate,11,95,1,Anxious,No,Poor
23:19,09:17,1399,557,10.05,Moderate,20,28,5,Neutral,No,Average
23:33,07:48,1413,468,8.36,Low,7,119,7,Happy,No,Average
23:41,05:57,1421,357,6.72,None,20,45,3,Anxious,Yes,Average
01:01,08:47,61,527,8.26,Moderate,36,59,2,Anxious,No,Good
01:59,09:49,119,589,6.78,High,13,144,6,Sad,No,Poor
00:51,08:26,51,506,7.62,None,29,64,4,Sad,No,Average
00:24,06:14,24,374,5.31,Low,46,15,0,Happy,No,Good
23:57,09:22,1437,562,9.88,High,39,129,4,Happy,No,Average
22:28,09:49,1348,589,11.44,Moderate,51,55,0,Happy,No,Good
00:47,08:59,47,539,8.06,Low,18,118,4,Neutral,No,Average
23:11,08:59,1391,539,9.54,Low,33,66,2,Happy,No,Good
22:04,08:58,1324,538,10.69,Moderate,42,94,3,Happy,No,Good
01:02,09:24,62,564,8.38,Low,61,23,6,Happy,No,Good
22:35,05:48,1355,348,7.74,Low,40,131,6,Neutral,No,Good
22:54,08:15,1374,495,9.05,Low,35,101,3,Anxious,Yes,Good
00:14,09:23,14,563,9.51,Low,65,19,10,Sad,No,Good
23:33,06:34,1413,394,6.91,Low,10,101,0,Happy,No,Average
23:16,05:58,1396,358,6.1,Low,42,71,6,Happy,No,Average
01:37,08:52,97,532,7.18,Low,49,67,4,Anxious,No,Good
22:30,05:09,1350,309,6.88,None,14,0,4,Neutral,No,Average
22:35,07:54,1355,474,9.57,None,49,24,1,Neutral,No,Good
01:21,06:26,81,386,4.91,Low,48,107,6,Happy,Yes,Poor
01:24,09:02,84,542,7.42,None,11,4,2,Happy,No,Good
01:50,05:48,110,348,4.12,Low,38,16,4,Happy,Yes,Average
22:24,08:05,1344,485,9.12,Low,54,81,3,Anxious,No,Good
22:02,05:10,1322,310,7.59,Low,34,66,1,Anxious,No,Good
22:06,08:36,1326,516,10.79,None,41,93,2,Sad,No,Good
00:59,07:51,59,471,7.46,Moderate,16,74,2,Neutral,No,Average
23:22,07:15,1402,435,7.71,None,26,40,1,Sad,No,Good
23:10,06:00,1390,360,7.14,None,78,23,7,Sad,Yes,Good
00:55,05:50,55,350,4.38,Moderate,50,68,2,Neutral,Yes,Poor
00:08,05:49,8,349,6.13,None,10,65,2,Sad,No,Average
00:45,05:45,45,345,4.59,Moderate,30,136,5,Sad,No,Poor
01:57,08:16,117,496,6.13,Low,53,114,8,Anxious,No,Average
01:24,07:18,84,438,6.34,Low,6,57,4,Sad,No,Average
22:01,05:11,1321,311,6.6,None,64,50,4,Neutral,No,Good
00:12,06:29,12,389,5.87,Low,63,69,4,Neutral,No,Average
00:05,05:32,5,332,5.47,Low,57,36,4,Sad,No,Average
00:18,06:17,18,377,5.87,High,1,18,7,Happy,No,Poor
22:09,05:47,1329,347,7.69,Low,28,136,4,Happy,No,Average
01:25,05:33,85,333,4.51,Low,50,5,5,Neutral,No,Average
23:57,06:05,1437,365,6.1,Low,47,70,6,Neutral,No,Average
22:03,09:40,1323,580,11.47,High,43,64,3,Happy,No,Good
22:55,09:41,1375,581,11.32,Low,39,0,5,Neutral,No,Good
23:15,05:17,1395,317,6.47,Moderate,29,10,0,Neutral,No,Average
23:53,05:20,1433,320,4.79,Moderate,34,56,3,Neutral,No,Average
01:42,05:16,102,316,3.23,Low,13,27,1,Neutral,No,Average
23:12,08:02,1392,482,8.49,None,60,64,1,Happy,No,Good
00:00,09:32,0,572,9.17,Low,6,117,2,Anxious,Yes,Average
01:22,08:21,82,501,6.32,Low,35,42,6,Anxious,No,Good
00:36,07:32,36,452,6.85,Low,76,41,4,Neutral,No,Good
22:31,07:37,1351,457,10.09,Low,7,73,2,Happy,No,Good
00:10,07:04,10,424,8.0,Moderate,46,82,4,Happy,No,Average
00:50,09:45,50,585,9.03,Low,31,49,1,Anxious,Yes,Good
01:42,07:44,102,464,5.63,Moderate,40,50,5,Sad,No,Average
23:02,05:27,1382,327,6.65,Low,42,69,4,Happy,Yes,Average
01:25,09:15,85,555,7.35,Low,26,120,5,Happy,No,Average
01:48,06:31,108,391,4.35,Low,45,55,7,Neutral,No,Average
00:34,06:30,34,390,5.87,None,13,109,6,Anxious,No,Poor
23:16,05:50,1396,350,6.55,Low,59,136,3,Neutral,No,Good
22:16,07:22,1336,442,9.12,Low,24,23,4,Anxious,No,Good
22:17,08:26,1337,506,10.03,Low,58,72,3,Happy,No,Good
00:19,06:43,19,403,6.62,Low,35,45,4,Happy,No,Good
22:22,08:35,1342,515,9.46,Moderate,37,80,2,Sad,No,Good
23:03,09:15,1383,555,10.13,None,53,1,1,Neutral,No,Good
01:30,07:47,90,467,6.63,Low,21,29,3,Neutral,No,Good
00:34,09:35,34,575,9.06,Low,24,7,5,Sad,No,Good
00:14,06:22,14,382,5.97,Low,40,125,6,Anxious,No,Average
01:49,05:25,109,325,3.26,None,39,49,5,Happy,Yes,Average
01:19,08:26,79,506,6.78,High,12,36,7,Happy,No,Average
00:36,07:16,36,436,6.36,Low,7,33,5,Sad,No,Average
23:20,07:29,1400,449,7.94,High,47,84,3,Neutral,No,Good
01:17,08:54,77,534,7.81,None,46,5,7,Happy,No,Good
23:02,08:34,1382,514,9.16,Low,1,0,5,Neutral,No,Good
00:15,07:48,15,468,8.36,Low,1,89,0,Happy,No,Good
23:31,06:01,1411,361,6.57,None,46,22,2,Happy,Yes,Good
22:21,09:55,1341,595,11.91,High,5,29,7,Sad,Yes,Average
22:30,08:20,1350,500,9.85,None,11,42,4,Sad,No,Good
22:59,08:08,1379,488,9.65,Moderate,48,50,3,Neutral,No,Good
23:33,06:39,1413,399,7.22,Low,10,62,1,Happy,No,Good
22:46,09:19,1366,559,10.62,None,13,18,5,Anxious,Yes,Average
00:15,05:17,15,317,5.46,Low,70,107,5,Neutral,Yes,Poor
00:14,09:42,14,582,9.46,Moderate,21,25,4,Sad,Yes,Average
00:49,07:48,49,468,7.9,None,19,69,6,Happy,No,Average
00:17,09:05,17,545,8.24,Moderate,16,110,3,Happy,No,Average
00:19,06:21,19,381,6.36,None,3,97,4,Neutral,No,Average
01:53,07:55,113,475,5.68,Low,33,30,6,Happy,No,Average
01:13,05:56,73,356,5.07,High,21,7,5,Anxious,No,Poor
23:29,09:18,1409,558,9.78,Moderate,13,140,6,Neutral,No,Average
00:02,05:33,2,333,5.2,Moderate,22,62,6,Neutral,No,Poor
22:22,05:10,1342,310,6.4,Moderate,0,125,3,Neutral,No,Average
00:34,07:15,34,435,6.98,Moderate,6,152,5,Sad,No,Poor
00:30,08:10,30,490,7.37,Moderate,5,74,6,Anxious,No,Average
22:57,09:25,1377,565,10.1,Low,47,30,6,Neutral,Yes,Good
01:47,05:40,107,340,3.87,Low,19,130,1,Sad,No,Average
00:18,06:34,18,394,6.61,Low,39,41,4,Sad,No,Good
23:16,08:53,1396,533,9.33,Moderate,25,75,2,Neutral,No,Average
23:32,07:56,1412,476,8.74,Moderate,14,81,5,Neutral,No,Average
22:23,06:28,1343,388,8.48,Low,10,35,6,Neutral,No,Good
22:29,05:34,1349,334,7.07,None,61,67,2,Happy,Yes,Good
23:54,05:14,1434,314,4.9,High,39,60,9,Neutral,Yes,Poor
22:18,07:20,1338,440,8.35,Low,13,34,5,Neutral,No,Good
23:37,09:16,1417,556,10.03,Low,16,9,5,Anxious,Yes,Average
23:44,09:46,1424,586,10.29,Low,14,72,1,Neutral,Yes,Average
01:53,06:12,113,372,4.29,Low,26,6,2,Anxious,No,Average
01:50,05:57,110,357,4.26,None,8,46,7,Neutral,No,Average
23:35,07:30,1415,450,7.7,Low,34,21,3,Happy,No,Good
22:38,08:57,1358,537,10.72,Low,70,87,3,Happy,Yes,Good
00:39,06:03,39,363,5.32,Moderate,26,140,4,Happy,Yes,Poor
23:43,06:33,1423,393,7.06,Low,13,143,5,Neutral,No,Average
22:23,09:34,1343,574,10.99,High,14,43,5,Neutral,Yes,Average
01:08,06:47,68,407,5.92,Low,15,60,4,Neutral,Yes,Poor
01:11,05:57,71,357,4.71,Low,6,41,4,Happy,No,Average
22:17,05:35,1337,335,6.9,None,36,79,4,Happy,Yes,Average
01:49,06:05,109,365,4.96,High,27,122,6,Happy,No,Poor
22:36,07:56,1356,476,9.65,Low,17,99,3,Sad,No,Good
23:50,05:31,1430,331,5.75,None,15,71,3,Sad,Yes,Poor
23:57,07:51,1437,471,8.23,None,15,159,5,Anxious,No,Average
00:41,09:48,41,588,9.65,Low,15,33,3,Happy,No,Good
01:41,05:12,101,312,3.36,Low,16,58,3,Sad,Yes,Average
00:02,05:30,2,330,5.58,None,48,24,7,Happy,No,Average
22:37,06:14,1357,374,7.43,None,48,125,4,Sad,No,Good
22:50,06:46,1370,406,8.0,Low,58,78,4,Happy,No,Good
01:38,05:11,98,311,3.38,None,65,70,7,Neutral,No,Average
01:06,08:43,66,523,8.48,None,5,61,4,Anxious,No,Average
00:43,05:01,43,301,4.7,Moderate,16,90,2,Neutral,Yes,Poor
22:09,05:24,1329,324,7.21,Low,21,116,4,Neutral,No,Average
22:04,08:40,1324,520,10.83,Low,42,41,5,Anxious,No,Good
01:26,08:35,86,515,6.88,Low,56,105,4,Neutral,No,Average
23:04,05:08,1384,308,5.15,Low,36,106,2,Happy,Yes,Average
22:22,05:08,1342,308,7.17,Low,37,141,4,Happy,No,Good
22:08,08:53,1328,533,11.11,Moderate,25,17,4,Happy,No,Average
00:39,09:02,39,542,7.9,Moderate,46,96,5,Neutral,No,Average
23:00,06:50,1380,410,8.28,High,23,50,3,Neutral,Yes,Average
23:28,06:04,1408,364,6.89,None,36,85,6,Happy,No,Average
01:43,05:03,103,303,3.24,Low,9,19,2,Neutral,Yes,Average
23:40,06:56,1420,416,8.18,None,55,116,2,Sad,Yes,Good
22:42,05:03,1362,303,6.63,Low,19,11,2,Neutral,Yes,Average
00:38,08:46,38,526,8.2,Low,18,78,0,Anxious,No,Good
22:53,07:14,1373,434,8.59,None,52,11,7,Neutral,No,Good
23:58,06:16,1438,376,5.11,High,40,82,0,Happy,No,Average
01:33,07:05,93,425,6.04,Low,76,88,6,Happy,No,Average
22:30,05:53,1350,353,7.32,Low,26,96,3,Neutral,No,Good
00:54,05:02,54,302,4.44,Low,3,117,4,Anxious,No,Poor
00:56,07:56,56,476,6.47,High,47,6,3,Neutral,No,Good
00:00,05:42,0,342,5.6,Moderate,8,108,6,Anxious,No,Poor
00:38,08:48,38,528,8.6,None,31,75,0,Happy,Yes,Good
22:48,06:21,1368,381,7.98,Low,6,42,4,Happy,No,Good
01:59,09:15,119,555,7.92,Low,57,92,1,Anxious,Yes,Good
23:22,07:58,1402,478,8.4,Low,0,4,5,Happy,Yes,Average
23:23,07:13,1403,433,8.47,High,36,13,7,Neutral,No,Good
22:41,05:56,1361,356,7.46,Low,64,115,4,Sad,No,Good
00:16,05:26,16,326,4.61,Low,47,9,4,Anxious,No,Average
00:11,09:52,11,592,9.81,Low,20,13,5,Happy,Yes,Average
22:45,09:27,1365,567,10.58,Low,26,92,4,Happy,No,Average
23:44,08:25,1424,505,9.12,Low,38,28,4,Neutral,No,Good
01:24,09:35,84,575,7.84,Low,49,36,4,Happy,No,Good
23:32,08:36,1412,516,9.9,Moderate,4,39,4,Sad,No,Average
01:16,05:53,76,353,4.64,Low,51,25,2,Anxious,Yes,Average
22:43,09:48,1363,588,10.83,Low,22,7,3,Happy,Yes,Good
00:54,08:42,54,522,7.6,Moderate,51,5,4,Sad,No,Good
23:57,08:16,1437,496,8.06,Low,49,131,5,Neutral,No,Good
23:31,06:39,1411,399,6.47,Low,22,111,1,Sad,No,Average
22:09,08:34,1329,514,10.35,High,18,11,6,Happy,No,Average
22:15,05:13,1335,313,7.02,Low,0,110,3,Anxious,No,Good
01:07,06:51,67,411,5.47,Moderate,20,29,5,Happy,No,Poor
01:04,05:04,64,304,4.21,Low,36,57,4,Happy,No,Average
22:55,06:10,1375,370,7.15,Low,35,112,5,Happy,No,Good
